LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Unnamed: 5,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN4207900000000,42.0,79.0,"Luzerne County, PA",2016.0,,159199.0,149292.0,9907.0,6.2
CN4208100000000,42.0,81.0,"Lycoming County, PA",2016.0,,58797.0,54941.0,3856.0,6.6
CN4208300000000,42.0,83.0,"McKean County, PA",2016.0,,18515.0,17303.0,1212.0,6.5
CN4208500000000,42.0,85.0,"Mercer County, PA",2016.0,,52608.0,49503.0,3105.0,5.9
CN4208700000000,42.0,87.0,"Mifflin County, PA",2016.0,,20836.0,19657.0,1179.0,5.7
CN4208900000000,42.0,89.0,"Monroe County, PA",2016.0,,82000.0,76936.0,5064.0,6.2
CN4209100000000,42.0,91.0,"Montgomery County, PA",2016.0,,448110.0,429782.0,18328.0,4.1
CN4209300000000,42.0,93.0,"Montour County, PA",2016.0,,9142.0,8757.0,385.0,4.2
CN4209500000000,42.0,95.0,"Northampton County, PA",2016.0,,159078.0,150954.0,8124.0,5.1
CN4209700000000,42.0,97.0,"Northumberland County, PA",2016.0,,44014.0,41296.0,2718.0,6.2
CN4209900000000,42.0,99.0,"Perry County, PA",2016.0,,24316.0,23206.0,1110.0,4.6
CN4210100000000,42.0,101.0,"Philadelphia County/city, PA",2016.0,,704288.0,657191.0,47097.0,6.7
CN4210300000000,42.0,103.0,"Pike County, PA",2016.0,,24954.0,23381.0,1573.0,6.3
CN4210500000000,42.0,105.0,"Potter County, PA",2016.0,,7390.0,6816.0,574.0,7.8
CN4210700000000,42.0,107.0,"Schuylkill County, PA",2016.0,,67662.0,63525.0,4137.0,6.1
CN4210900000000,42.0,109.0,"Snyder County, PA",2016.0,,20547.0,19598.0,949.0,4.6
CN4211100000000,42.0,111.0,"Somerset County, PA",2016.0,,34235.0,31800.0,2435.0,7.1
CN4211300000000,42.0,113.0,"Sullivan County, PA",2016.0,,2844.0,2642.0,202.0,7.1
CN4211500000000,42.0,115.0,"Susquehanna County, PA",2016.0,,20904.0,19729.0,1175.0,5.6
CN4211700000000,42.0,117.0,"Tioga County, PA",2016.0,,19892.0,18489.0,1403.0,7.1
CN4211900000000,42.0,119.0,"Union County, PA",2016.0,,19811.0,18874.0,937.0,4.7
CN4212100000000,42.0,121.0,"Venango County, PA",2016.0,,23743.0,22041.0,1702.0,7.2
CN4212300000000,42.0,123.0,"Warren County, PA",2016.0,,19804.0,18732.0,1072.0,5.4
CN4212500000000,42.0,125.0,"Washington County, PA",2016.0,,107411.0,100914.0,6497.0,6.0
CN4212700000000,42.0,127.0,"Wayne County, PA",2016.0,,22564.0,21282.0,1282.0,5.7
CN4212900000000,42.0,129.0,"Westmoreland County, PA",2016.0,,183065.0,172472.0,10593.0,5.8
CN4213100000000,42.0,131.0,"Wyoming County, PA",2016.0,,14127.0,13261.0,866.0,6.1
CN4213300000000,42.0,133.0,"York County, PA",2016.0,,235082.0,224337.0,10745.0,4.6
CN4400100000000,44.0,1.0,"Bristol County, RI",2016.0,,26132.0,24919.0,1213.0,4.6
CN4400300000000,44.0,3.0,"Kent County, RI",2016.0,,90719.0,86415.0,4304.0,4.7
CN4400500000000,44.0,5.0,"Newport County, RI",2016.0,,44232.0,42146.0,2086.0,4.7
CN4400700000000,44.0,7.0,"Providence County, RI",2016.0,,323198.0,305288.0,17910.0,5.5
CN4400900000000,44.0,9.0,"Washington County, RI",2016.0,,68953.0,65673.0,3280.0,4.8
CN4500100000000,45.0,1.0,"Abbeville County, SC",2016.0,,10252.0,9702.0,550.0,5.4
CN4500300000000,45.0,3.0,"Aiken County, SC",2016.0,,73907.0,70293.0,3614.0,4.9
CN4500500000000,45.0,5.0,"Allendale County, SC",2016.0,,2651.0,2429.0,222.0,8.4
CN4500700000000,45.0,7.0,"Anderson County, SC",2016.0,,88643.0,84665.0,3978.0,4.5
CN4500900000000,45.0,9.0,"Bamberg County, SC",2016.0,,5295.0,4827.0,468.0,8.8
CN4501100000000,45.0,11.0,"Barnwell County, SC",2016.0,,8043.0,7462.0,581.0,7.2
CN4501300000000,45.0,13.0,"Beaufort County, SC",2016.0,,72294.0,68914.0,3380.0,4.7
CN4501500000000,45.0,15.0,"Berkeley County, SC",2016.0,,96705.0,92384.0,4321.0,4.5
CN4501700000000,45.0,17.0,"Calhoun County, SC",2016.0,,6878.0,6462.0,416.0,6.0
CN4501900000000,45.0,19.0,"Charleston County, SC",2016.0,,201188.0,193146.0,8042.0,4.0
CN4502100000000,45.0,21.0,"Cherokee County, SC",2016.0,,23456.0,22085.0,1371.0,5.8
CN4502300000000,45.0,23.0,"Chester County, SC",2016.0,,13344.0,12404.0,940.0,7.0
CN4502500000000,45.0,25.0,"Chesterfield County, SC",2016.0,,21568.0,20516.0,1052.0,4.9
CN4502700000000,45.0,27.0,"Clarendon County, SC",2016.0,,12677.0,11849.0,828.0,6.5
CN4502900000000,45.0,29.0,"Colleton County, SC",2016.0,,16703.0,15788.0,915.0,5.5
CN4503100000000,45.0,31.0,"Darlington County, SC",2016.0,,29810.0,27993.0,1817.0,6.1
CN4503300000000,45.0,33.0,"Dillon County, SC",2016.0,,12643.0,11805.0,838.0,6.6
CN4503500000000,45.0,35.0,"Dorchester County, SC",2016.0,,72954.0,69685.0,3269.0,4.5
CN4503700000000,45.0,37.0,"Edgefield County, SC",2016.0,,10514.0,9931.0,583.0,5.5
CN4503900000000,45.0,39.0,"Fairfield County, SC",2016.0,,9962.0,9258.0,704.0,7.1
CN4504100000000,45.0,41.0,"Florence County, SC",2016.0,,65180.0,61817.0,3363.0,5.2
CN4504300000000,45.0,43.0,"Georgetown County, SC",2016.0,,24882.0,23225.0,1657.0,6.7
CN4504500000000,45.0,45.0,"Greenville County, SC",2016.0,,244829.0,234676.0,10153.0,4.1
CN4504700000000,45.0,47.0,"Greenwood County, SC",2016.0,,31252.0,29671.0,1581.0,5.1
CN4504900000000,45.0,49.0,"Hampton County, SC",2016.0,,8203.0,7734.0,469.0,5.7
CN4505100000000,45.0,51.0,"Horry County, SC",2016.0,,139740.0,131738.0,8002.0,5.7
CN4505300000000,45.0,53.0,"Jasper County, SC",2016.0,,11964.0,11454.0,510.0,4.3
CN4505500000000,45.0,55.0,"Kershaw County, SC",2016.0,,29157.0,27668.0,1489.0,5.1
CN4505700000000,45.0,57.0,"Lancaster County, SC",2016.0,,38222.0,36233.0,1989.0,5.2
CN4505900000000,45.0,59.0,"Laurens County, SC",2016.0,,29943.0,28417.0,1526.0,5.1
CN4506100000000,45.0,61.0,"Lee County, SC",2016.0,,6417.0,5972.0,445.0,6.9
CN4506300000000,45.0,63.0,"Lexington County, SC",2016.0,,147657.0,141777.0,5880.0,4.0
CN4506500000000,45.0,65.0,"McCormick County, SC",2016.0,,3383.0,3198.0,185.0,5.5
CN4506700000000,45.0,67.0,"Marion County, SC",2016.0,,12632.0,11553.0,1079.0,8.5
CN4506900000000,45.0,69.0,"Marlboro County, SC",2016.0,,9278.0,8514.0,764.0,8.2
CN4507100000000,45.0,71.0,"Newberry County, SC",2016.0,,19135.0,18303.0,832.0,4.3
CN4507300000000,45.0,73.0,"Oconee County, SC",2016.0,,34119.0,32396.0,1723.0,5.0
CN4507500000000,45.0,75.0,"Orangeburg County, SC",2016.0,,35474.0,32396.0,3078.0,8.7
CN4507700000000,45.0,77.0,"Pickens County, SC",2016.0,,56189.0,53455.0,2734.0,4.9
CN4507900000000,45.0,79.0,"Richland County, SC",2016.0,,199813.0,190406.0,9407.0,4.7
CN4508100000000,45.0,81.0,"Saluda County, SC",2016.0,,8870.0,8476.0,394.0,4.4
CN4508300000000,45.0,83.0,"Spartanburg County, SC",2016.0,,141957.0,135410.0,6547.0,4.6
CN4508500000000,45.0,85.0,"Sumter County, SC",2016.0,,44134.0,41595.0,2539.0,5.8
CN4508700000000,45.0,87.0,"Union County, SC",2016.0,,11431.0,10736.0,695.0,6.1
CN4508900000000,45.0,89.0,"Williamsburg County, SC",2016.0,,12431.0,11490.0,941.0,7.6
CN4509100000000,45.0,91.0,"York County, SC",2016.0,,130280.0,124395.0,5885.0,4.5
CN4600300000000,46.0,3.0,"Aurora County, SD",2016.0,,1528.0,1494.0,34.0,2.2
CN4600500000000,46.0,5.0,"Beadle County, SD",2016.0,,9459.0,9213.0,246.0,2.6
CN4600700000000,46.0,7.0,"Bennett County, SD",2016.0,,1129.0,1084.0,45.0,4.0
CN4600900000000,46.0,9.0,"Bon Homme County, SD",2016.0,,2960.0,2879.0,81.0,2.7
CN4601100000000,46.0,11.0,"Brookings County, SD",2016.0,,18983.0,18457.0,526.0,2.8
CN4601300000000,46.0,13.0,"Brown County, SD",2016.0,,21196.0,20623.0,573.0,2.7
CN4601500000000,46.0,15.0,"Brule County, SD",2016.0,,2484.0,2420.0,64.0,2.6
CN4601700000000,46.0,17.0,"Buffalo County, SD",2016.0,,730.0,669.0,61.0,8.4
CN4601900000000,46.0,19.0,"Butte County, SD",2016.0,,5073.0,4896.0,177.0,3.5
CN4602100000000,46.0,21.0,"Campbell County, SD",2016.0,,854.0,829.0,25.0,2.9
CN4602300000000,46.0,23.0,"Charles Mix County, SD",2016.0,,3908.0,3782.0,126.0,3.2
CN4602500000000,46.0,25.0,"Clark County, SD",2016.0,,1930.0,1854.0,76.0,3.9
CN4602700000000,46.0,27.0,"Clay County, SD",2016.0,,7023.0,6810.0,213.0,3.0
CN4602900000000,46.0,29.0,"Codington County, SD",2016.0,,15283.0,14808.0,475.0,3.1
CN4603100000000,46.0,31.0,"Corson County, SD",2016.0,,1461.0,1395.0,66.0,4.5
CN4603300000000,46.0,33.0,"Custer County, SD",2016.0,,4014.0,3852.0,162.0,4.0
CN4603500000000,46.0,35.0,"Davison County, SD",2016.0,,11294.0,11021.0,273.0,2.4
CN4603700000000,46.0,37.0,"Day County, SD",2016.0,,2873.0,2751.0,122.0,4.2
CN4603900000000,46.0,39.0,"Deuel County, SD",2016.0,,2251.0,2141.0,110.0,4.9
CN4604100000000,46.0,41.0,"Dewey County, SD",2016.0,,2266.0,2059.0,207.0,9.1
CN4604300000000,46.0,43.0,"Douglas County, SD",2016.0,,1680.0,1637.0,43.0,2.6
CN4604500000000,46.0,45.0,"Edmunds County, SD",2016.0,,2174.0,2123.0,51.0,2.3
CN4604700000000,46.0,47.0,"Fall River County, SD",2016.0,,3039.0,2905.0,134.0,4.4
CN4604900000000,46.0,49.0,"Faulk County, SD",2016.0,,1119.0,1089.0,30.0,2.7
CN4605100000000,46.0,51.0,"Grant County, SD",2016.0,,4480.0,4335.0,145.0,3.2
CN4605300000000,46.0,53.0,"Gregory County, SD",2016.0,,2086.0,2023.0,63.0,3.0
CN4605500000000,46.0,55.0,"Haakon County, SD",2016.0,,1111.0,1084.0,27.0,2.4
CN4605700000000,46.0,57.0,"Hamlin County, SD",2016.0,,3190.0,3082.0,108.0,3.4
CN4605900000000,46.0,59.0,"Hand County, SD",2016.0,,1841.0,1801.0,40.0,2.2
CN4606100000000,46.0,61.0,"Hanson County, SD",2016.0,,1778.0,1717.0,61.0,3.4
CN4606300000000,46.0,63.0,"Harding County, SD",2016.0,,765.0,743.0,22.0,2.9
CN4606500000000,46.0,65.0,"Hughes County, SD",2016.0,,10113.0,9872.0,241.0,2.4
CN4606700000000,46.0,67.0,"Hutchinson County, SD",2016.0,,3668.0,3574.0,94.0,2.6
CN4606900000000,46.0,69.0,"Hyde County, SD",2016.0,,702.0,683.0,19.0,2.7
CN4607100000000,46.0,71.0,"Jackson County, SD",2016.0,,1311.0,1256.0,55.0,4.2
CN4607300000000,46.0,73.0,"Jerauld County, SD",2016.0,,1077.0,1050.0,27.0,2.5
CN4607500000000,46.0,75.0,"Jones County, SD",2016.0,,572.0,558.0,14.0,2.4
CN4607700000000,46.0,77.0,"Kingsbury County, SD",2016.0,,2754.0,2681.0,73.0,2.7
CN4607900000000,46.0,79.0,"Lake County, SD",2016.0,,6491.0,6268.0,223.0,3.4
CN4608100000000,46.0,81.0,"Lawrence County, SD",2016.0,,13129.0,12692.0,437.0,3.3
CN4608300000000,46.0,83.0,"Lincoln County, SD",2016.0,,31596.0,30908.0,688.0,2.2
CN4608500000000,46.0,85.0,"Lyman County, SD",2016.0,,1784.0,1700.0,84.0,4.7
CN4608700000000,46.0,87.0,"McCook County, SD",2016.0,,3149.0,3070.0,79.0,2.5
CN4608900000000,46.0,89.0,"McPherson County, SD",2016.0,,1094.0,1056.0,38.0,3.5
CN4609100000000,46.0,91.0,"Marshall County, SD",2016.0,,2473.0,2377.0,96.0,3.9
CN4609300000000,46.0,93.0,"Meade County, SD",2016.0,,13746.0,13310.0,436.0,3.2
CN4609500000000,46.0,95.0,"Mellette County, SD",2016.0,,774.0,741.0,33.0,4.3
CN4609700000000,46.0,97.0,"Miner County, SD",2016.0,,1206.0,1174.0,32.0,2.7
CN4609900000000,46.0,99.0,"Minnehaha County, SD",2016.0,,108249.0,105446.0,2803.0,2.6
CN4610100000000,46.0,101.0,"Moody County, SD",2016.0,,3970.0,3823.0,147.0,3.7
CN4610200000000,46.0,102.0,"Oglala Lakota County, SD",2016.0,,3634.0,3239.0,395.0,10.9
CN4610300000000,46.0,103.0,"Pennington County, SD",2016.0,,54987.0,53277.0,1710.0,3.1
CN4610500000000,46.0,105.0,"Perkins County, SD",2016.0,,1585.0,1539.0,46.0,2.9
CN4610700000000,46.0,107.0,"Potter County, SD",2016.0,,1163.0,1131.0,32.0,2.8
CN4610900000000,46.0,109.0,"Roberts County, SD",2016.0,,4865.0,4663.0,202.0,4.2
CN4611100000000,46.0,111.0,"Sanborn County, SD",2016.0,,1215.0,1179.0,36.0,3.0
CN4611500000000,46.0,115.0,"Spink County, SD",2016.0,,3302.0,3199.0,103.0,3.1
CN4611700000000,46.0,117.0,"Stanley County, SD",2016.0,,1879.0,1834.0,45.0,2.4
CN4611900000000,46.0,119.0,"Sully County, SD",2016.0,,863.0,843.0,20.0,2.3
CN4612100000000,46.0,121.0,"Todd County, SD",2016.0,,3077.0,2876.0,201.0,6.5
CN4612300000000,46.0,123.0,"Tripp County, SD",2016.0,,3078.0,3009.0,69.0,2.2
CN4612500000000,46.0,125.0,"Turner County, SD",2016.0,,4700.0,4568.0,132.0,2.8
CN4612700000000,46.0,127.0,"Union County, SD",2016.0,,8090.0,7836.0,254.0,3.1
CN4612900000000,46.0,129.0,"Walworth County, SD",2016.0,,2254.0,2137.0,117.0,5.2
CN4613500000000,46.0,135.0,"Yankton County, SD",2016.0,,11643.0,11341.0,302.0,2.6
CN4613700000000,46.0,137.0,"Ziebach County, SD",2016.0,,981.0,936.0,45.0,4.6
CN4700100000000,47.0,1.0,"Anderson County, TN",2016.0,,33693.0,32045.0,1648.0,4.9
CN4700300000000,47.0,3.0,"Bedford County, TN",2016.0,,19835.0,18846.0,989.0,5.0
CN4700500000000,47.0,5.0,"Benton County, TN",2016.0,,6744.0,6262.0,482.0,7.1
CN4700700000000,47.0,7.0,"Bledsoe County, TN",2016.0,,4325.0,4023.0,302.0,7.0
CN4700900000000,47.0,9.0,"Blount County, TN",2016.0,,60872.0,58202.0,2670.0,4.4
CN4701100000000,47.0,11.0,"Bradley County, TN",2016.0,,50153.0,47911.0,2242.0,4.5
CN4701300000000,47.0,13.0,"Campbell County, TN",2016.0,,14743.0,13720.0,1023.0,6.9
CN4701500000000,47.0,15.0,"Cannon County, TN",2016.0,,6024.0,5744.0,280.0,4.6
CN4701700000000,47.0,17.0,"Carroll County, TN",2016.0,,12031.0,11219.0,812.0,6.7
CN4701900000000,47.0,19.0,"Carter County, TN",2016.0,,23685.0,22342.0,1343.0,5.7
CN4702100000000,47.0,21.0,"Cheatham County, TN",2016.0,,20271.0,19462.0,809.0,4.0
CN4702300000000,47.0,23.0,"Chester County, TN",2016.0,,8450.0,8028.0,422.0,5.0
CN4702500000000,47.0,25.0,"Claiborne County, TN",2016.0,,12706.0,11913.0,793.0,6.2
CN4702700000000,47.0,27.0,"Clay County, TN",2016.0,,3044.0,2844.0,200.0,6.6
CN4702900000000,47.0,29.0,"Cocke County, TN",2016.0,,14460.0,13543.0,917.0,6.3
CN4703100000000,47.0,31.0,"Coffee County, TN",2016.0,,24470.0,23310.0,1160.0,4.7
CN4703300000000,47.0,33.0,"Crockett County, TN",2016.0,,6890.0,6528.0,362.0,5.3
CN4703500000000,47.0,35.0,"Cumberland County, TN",2016.0,,23576.0,22174.0,1402.0,5.9
CN4703700000000,47.0,37.0,"Davidson County, TN",2016.0,,374155.0,360601.0,13554.0,3.6
CN4703900000000,47.0,39.0,"Decatur County, TN",2016.0,,4663.0,4341.0,322.0,6.9
CN4704100000000,47.0,41.0,"DeKalb County, TN",2016.0,,7553.0,7131.0,422.0,5.6
CN4704300000000,47.0,43.0,"Dickson County, TN",2016.0,,24797.0,23714.0,1083.0,4.4
CN4704500000000,47.0,45.0,"Dyer County, TN",2016.0,,16376.0,15357.0,1019.0,6.2
CN4704700000000,47.0,47.0,"Fayette County, TN",2016.0,,18294.0,17369.0,925.0,5.1
CN4704900000000,47.0,49.0,"Fentress County, TN",2016.0,,7111.0,6671.0,440.0,6.2
CN4705100000000,47.0,51.0,"Franklin County, TN",2016.0,,19851.0,18884.0,967.0,4.9
CN4705300000000,47.0,53.0,"Gibson County, TN",2016.0,,21250.0,20001.0,1249.0,5.9
CN4705500000000,47.0,55.0,"Giles County, TN",2016.0,,15282.0,14665.0,617.0,4.0
CN4705700000000,47.0,57.0,"Grainger County, TN",2016.0,,9292.0,8786.0,506.0,5.4
CN4705900000000,47.0,59.0,"Greene County, TN",2016.0,,30893.0,29202.0,1691.0,5.5
CN4706100000000,47.0,61.0,"Grundy County, TN",2016.0,,4793.0,4482.0,311.0,6.5
CN4706300000000,47.0,63.0,"Hamblen County, TN",2016.0,,26867.0,25489.0,1378.0,5.1
CN4706500000000,47.0,65.0,"Hamilton County, TN",2016.0,,172011.0,164062.0,7949.0,4.6
CN4706700000000,47.0,67.0,"Hancock County, TN",2016.0,,2035.0,1873.0,162.0,8.0
CN4706900000000,47.0,69.0,"Hardeman County, TN",2016.0,,9201.0,8633.0,568.0,6.2
CN4707100000000,47.0,71.0,"Hardin County, TN",2016.0,,10211.0,9599.0,612.0,6.0
CN4707300000000,47.0,73.0,"Hawkins County, TN",2016.0,,23723.0,22439.0,1284.0,5.4
CN4707500000000,47.0,75.0,"Haywood County, TN",2016.0,,7681.0,7181.0,500.0,6.5
CN4707700000000,47.0,77.0,"Henderson County, TN",2016.0,,11995.0,11172.0,823.0,6.9
CN4707900000000,47.0,79.0,"Henry County, TN",2016.0,,13932.0,13109.0,823.0,5.9
CN4708100000000,47.0,81.0,"Hickman County, TN",2016.0,,10442.0,9957.0,485.0,4.6
CN4708300000000,47.0,83.0,"Houston County, TN",2016.0,,3200.0,2959.0,241.0,7.5
CN4708500000000,47.0,85.0,"Humphreys County, TN",2016.0,,8647.0,8126.0,521.0,6.0
CN4708700000000,47.0,87.0,"Jackson County, TN",2016.0,,4495.0,4180.0,315.0,7.0
CN4708900000000,47.0,89.0,"Jefferson County, TN",2016.0,,23629.0,22377.0,1252.0,5.3
CN4709100000000,47.0,91.0,"Johnson County, TN",2016.0,,7546.0,7182.0,364.0,4.8
CN4709300000000,47.0,93.0,"Knox County, TN",2016.0,,233831.0,224458.0,9373.0,4.0
CN4709500000000,47.0,95.0,"Lake County, TN",2016.0,,1917.0,1767.0,150.0,7.8
CN4709700000000,47.0,97.0,"Lauderdale County, TN",2016.0,,9442.0,8710.0,732.0,7.8
CN4709900000000,47.0,99.0,"Lawrence County, TN",2016.0,,17806.0,16776.0,1030.0,5.8
CN4710100000000,47.0,101.0,"Lewis County, TN",2016.0,,4890.0,4599.0,291.0,6.0
CN4710300000000,47.0,103.0,"Lincoln County, TN",2016.0,,15974.0,15318.0,656.0,4.1
CN4710500000000,47.0,105.0,"Loudon County, TN",2016.0,,22295.0,21250.0,1045.0,4.7
CN4710700000000,47.0,107.0,"McMinn County, TN",2016.0,,22776.0,21535.0,1241.0,5.4
CN4710900000000,47.0,109.0,"McNairy County, TN",2016.0,,8772.0,8154.0,618.0,7.0
CN4711100000000,47.0,111.0,"Macon County, TN",2016.0,,10243.0,9795.0,448.0,4.4
CN4711300000000,47.0,113.0,"Madison County, TN",2016.0,,47829.0,45493.0,2336.0,4.9
CN4711500000000,47.0,115.0,"Marion County, TN",2016.0,,11929.0,11176.0,753.0,6.3
CN4711700000000,47.0,117.0,"Marshall County, TN",2016.0,,15083.0,14385.0,698.0,4.6
CN4711900000000,47.0,119.0,"Maury County, TN",2016.0,,44115.0,42327.0,1788.0,4.1
CN4712100000000,47.0,121.0,"Meigs County, TN",2016.0,,4901.0,4565.0,336.0,6.9
CN4712300000000,47.0,123.0,"Monroe County, TN",2016.0,,19417.0,18388.0,1029.0,5.3
CN4712500000000,47.0,125.0,"Montgomery County, TN",2016.0,,80018.0,75931.0,4087.0,5.1
CN4712700000000,47.0,127.0,"Moore County, TN",2016.0,,3387.0,3259.0,128.0,3.8
CN4712900000000,47.0,129.0,"Morgan County, TN",2016.0,,7809.0,7304.0,505.0,6.5
CN4713100000000,47.0,131.0,"Obion County, TN",2016.0,,12580.0,11691.0,889.0,7.1
CN4713300000000,47.0,133.0,"Overton County, TN",2016.0,,9222.0,8727.0,495.0,5.4
CN4713500000000,47.0,135.0,"Perry County, TN",2016.0,,3192.0,2989.0,203.0,6.4
CN4713700000000,47.0,137.0,"Pickett County, TN",2016.0,,2328.0,2173.0,155.0,6.7
CN4713900000000,47.0,139.0,"Polk County, TN",2016.0,,7394.0,6970.0,424.0,5.7
CN4714100000000,47.0,141.0,"Putnam County, TN",2016.0,,33282.0,31644.0,1638.0,4.9
CN4714300000000,47.0,143.0,"Rhea County, TN",2016.0,,13485.0,12523.0,962.0,7.1
CN4714500000000,47.0,145.0,"Roane County, TN",2016.0,,22878.0,21599.0,1279.0,5.6
CN4714700000000,47.0,147.0,"Robertson County, TN",2016.0,,34780.0,33328.0,1452.0,4.2
CN4714900000000,47.0,149.0,"Rutherford County, TN",2016.0,,163741.0,157663.0,6078.0,3.7
CN4715100000000,47.0,151.0,"Scott County, TN",2016.0,,8028.0,7432.0,596.0,7.4
CN4715300000000,47.0,153.0,"Sequatchie County, TN",2016.0,,5926.0,5579.0,347.0,5.9
CN4715500000000,47.0,155.0,"Sevier County, TN",2016.0,,51239.0,48696.0,2543.0,5.0
CN4715700000000,47.0,157.0,"Shelby County, TN",2016.0,,434502.0,411215.0,23287.0,5.4
CN4715900000000,47.0,159.0,"Smith County, TN",2016.0,,8687.0,8288.0,399.0,4.6
CN4716100000000,47.0,161.0,"Stewart County, TN",2016.0,,5171.0,4819.0,352.0,6.8
CN4716300000000,47.0,163.0,"Sullivan County, TN",2016.0,,69815.0,66193.0,3622.0,5.2
CN4716500000000,47.0,165.0,"Sumner County, TN",2016.0,,92394.0,88792.0,3602.0,3.9
CN4716700000000,47.0,167.0,"Tipton County, TN",2016.0,,27529.0,25958.0,1571.0,5.7
CN4716900000000,47.0,169.0,"Trousdale County, TN",2016.0,,3849.0,3662.0,187.0,4.9
CN4717100000000,47.0,171.0,"Unicoi County, TN",2016.0,,7017.0,6517.0,500.0,7.1
CN4717300000000,47.0,173.0,"Union County, TN",2016.0,,7285.0,6862.0,423.0,5.8
CN4717500000000,47.0,175.0,"Van Buren County, TN",2016.0,,2038.0,1912.0,126.0,6.2
CN4717700000000,47.0,177.0,"Warren County, TN",2016.0,,17685.0,16832.0,853.0,4.8
CN4717900000000,47.0,179.0,"Washington County, TN",2016.0,,58782.0,55964.0,2818.0,4.8
CN4718100000000,47.0,181.0,"Wayne County, TN",2016.0,,6093.0,5691.0,402.0,6.6
CN4718300000000,47.0,183.0,"Weakley County, TN",2016.0,,15875.0,14944.0,931.0,5.9
CN4718500000000,47.0,185.0,"White County, TN",2016.0,,11770.0,11182.0,588.0,5.0
CN4718700000000,47.0,187.0,"Williamson County, TN",2016.0,,113631.0,109736.0,3895.0,3.4
CN4718900000000,47.0,189.0,"Wilson County, TN",2016.0,,67876.0,65252.0,2624.0,3.9
CN4800100000000,48.0,1.0,"Anderson County, TX",2016.0,,23518.0,22499.0,1019.0,4.3
CN4800300000000,48.0,3.0,"Andrews County, TX",2016.0,,8693.0,8282.0,411.0,4.7
CN4800500000000,48.0,5.0,"Angelina County, TX",2016.0,,37081.0,34888.0,2193.0,5.9
CN4800700000000,48.0,7.0,"Aransas County, TX",2016.0,,10241.0,9669.0,572.0,5.6
CN4800900000000,48.0,9.0,"Archer County, TX",2016.0,,4091.0,3914.0,177.0,4.3
CN4801100000000,48.0,11.0,"Armstrong County, TX",2016.0,,934.0,908.0,26.0,2.8
CN4801300000000,48.0,13.0,"Atascosa County, TX",2016.0,,21031.0,19906.0,1125.0,5.3
CN4801500000000,48.0,15.0,"Austin County, TX",2016.0,,14036.0,13287.0,749.0,5.3
CN4801700000000,48.0,17.0,"Bailey County, TX",2016.0,,2719.0,2600.0,119.0,4.4
CN4801900000000,48.0,19.0,"Bandera County, TX",2016.0,,9507.0,9116.0,391.0,4.1
CN4802100000000,48.0,21.0,"Bastrop County, TX",2016.0,,39046.0,37583.0,1463.0,3.7
CN4802300000000,48.0,23.0,"Baylor County, TX",2016.0,,1606.0,1548.0,58.0,3.6
CN4802500000000,48.0,25.0,"Bee County, TX",2016.0,,10314.0,9537.0,777.0,7.5
CN4802700000000,48.0,27.0,"Bell County, TX",2016.0,,139561.0,133264.0,6297.0,4.5
CN4802900000000,48.0,29.0,"Bexar County, TX",2016.0,,905846.0,871855.0,33991.0,3.8
CN4803100000000,48.0,31.0,"Blanco County, TX",2016.0,,5937.0,5753.0,184.0,3.1
CN4803300000000,48.0,33.0,"Borden County, TX",2016.0,,366.0,353.0,13.0,3.6
CN4803500000000,48.0,35.0,"Bosque County, TX",2016.0,,8191.0,7838.0,353.0,4.3
CN4803700000000,48.0,37.0,"Bowie County, TX",2016.0,,39643.0,37775.0,1868.0,4.7
CN4803900000000,48.0,39.0,"Brazoria County, TX",2016.0,,169940.0,161111.0,8829.0,5.2
CN4804100000000,48.0,41.0,"Brazos County, TX",2016.0,,111338.0,107481.0,3857.0,3.5
CN4804300000000,48.0,43.0,"Brewster County, TX",2016.0,,3963.0,3814.0,149.0,3.8
CN4804500000000,48.0,45.0,"Briscoe County, TX",2016.0,,548.0,524.0,24.0,4.4
CN4804700000000,48.0,47.0,"Brooks County, TX",2016.0,,2441.0,2152.0,289.0,11.8
CN4804900000000,48.0,49.0,"Brown County, TX",2016.0,,16177.0,15473.0,704.0,4.4
CN4805100000000,48.0,51.0,"Burleson County, TX",2016.0,,7880.0,7513.0,367.0,4.7
CN4805300000000,48.0,53.0,"Burnet County, TX",2016.0,,22004.0,21241.0,763.0,3.5
CN4805500000000,48.0,55.0,"Caldwell County, TX",2016.0,,17952.0,17173.0,779.0,4.3
CN4805700000000,48.0,57.0,"Calhoun County, TX",2016.0,,10780.0,10178.0,602.0,5.6
CN4805900000000,48.0,59.0,"Callahan County, TX",2016.0,,5808.0,5560.0,248.0,4.3
CN4806100000000,48.0,61.0,"Cameron County, TX",2016.0,,166111.0,154169.0,11942.0,7.2
CN4806300000000,48.0,63.0,"Camp County, TX",2016.0,,5064.0,4717.0,347.0,6.9
CN4806500000000,48.0,65.0,"Carson County, TX",2016.0,,3098.0,2997.0,101.0,3.3
CN4806700000000,48.0,67.0,"Cass County, TX",2016.0,,12276.0,11391.0,885.0,7.2
CN4806900000000,48.0,69.0,"Castro County, TX",2016.0,,3497.0,3389.0,108.0,3.1
CN4807100000000,48.0,71.0,"Chambers County, TX",2016.0,,18221.0,17110.0,1111.0,6.1
